filename,split,label,class_name
train_clear_road_000.png,train,0,clear_road
train_clear_road_001.png,train,0,clear_road
train_clear_road_002.png,train,0,clear_road
train_clear_road_003.png,train,0,clear_road
train_clear_road_004.png,train,0,clear_road
train_clear_road_005.png,train,0,clear_road
train_clear_road_006.png,train,0,clear_road
train_clear_road_007.png,train,0,clear_road
train_clear_road_008.png,train,0,clear_road
train_clear_road_009.png,train,0,clear_road
train_clear_road_010.png,train,0,clear_road
train_clear_road_011.png,train,0,clear_road
train_clear_road_012.png,train,0,clear_road
train_clear_road_013.png,train,0,clear_road
train_clear_road_014.png,train,0,clear_road
train_clear_road_015.png,train,0,clear_road
train_clear_road_016.png,train,0,clear_road
train_clear_road_017.png,train,0,clear_road
train_clear_road_018.png,train,0,clear_road
train_clear_road_019.png,train,0,clear_road
train_clear_road_020.png,train,0,clear_road
train_clear_road_021.png,train,0,clear_road
train_clear_road_022.png,train,0,clear_road
train_clear_road_023.png,train,0,clear_road
train_clear_road_024.png,train,0,clear_road
train_clear_road_025.png,train,0,clear_road
train_clear_road_026.png,train,0,clear_road
train_clear_road_027.png,train,0,clear_road
train_clear_road_028.png,train,0,clear_road
train_clear_road_029.png,train,0,clear_road
train_clear_road_030.png,train,0,clear_road
train_clear_road_031.png,train,0,clear_road
train_clear_road_032.png,train,0,clear_road
train_clear_road_033.png,train,0,clear_road
train_clear_road_034.png,train,0,clear_road
train_clear_road_035.png,train,0,clear_road
train_clear_road_036.png,train,0,clear_road
train_clear_road_037.png,train,0,clear_road
train_clear_road_038.png,train,0,clear_road
train_clear_road_039.png,train,0,clear_road
train_lead_vehicle_000.png,train,1,lead_vehicle
train_lead_vehicle_001.png,train,1,lead_vehicle
train_lead_vehicle_002.png,train,1,lead_vehicle
train_lead_vehicle_003.png,train,1,lead_vehicle
train_lead_vehicle_004.png,train,1,lead_vehicle
train_lead_vehicle_005.png,train,1,lead_vehicle
train_lead_vehicle_006.png,train,1,lead_vehicle
train_lead_vehicle_007.png,train,1,lead_vehicle
train_lead_vehicle_008.png,train,1,lead_vehicle
train_lead_vehicle_009.png,train,1,lead_vehicle
train_lead_vehicle_010.png,train,1,lead_vehicle
train_lead_vehicle_011.png,train,1,lead_vehicle
train_lead_vehicle_012.png,train,1,lead_vehicle
train_lead_vehicle_013.png,train,1,lead_vehicle
train_pedestrian_000.png,train,2,pedestrian
train_pedestrian_001.png,train,2,pedestrian
train_pedestrian_002.png,train,2,pedestrian
train_pedestrian_003.png,train,2,pedestrian
train_pedestrian_004.png,train,2,pedestrian
train_pedestrian_005.png,train,2,pedestrian
train_lane_marking_000.png,train,3,lane_marking
train_lane_marking_001.png,train,3,lane_marking
train_lane_marking_002.png,train,3,lane_marking
train_lane_marking_003.png,train,3,lane_marking
train_lane_marking_004.png,train,3,lane_marking
train_lane_marking_005.png,train,3,lane_marking
train_lane_marking_006.png,train,3,lane_marking
train_lane_marking_007.png,train,3,lane_marking
train_lane_marking_008.png,train,3,lane_marking
train_lane_marking_009.png,train,3,lane_marking
train_lane_marking_010.png,train,3,lane_marking
train_lane_marking_011.png,train,3,lane_marking
train_lane_marking_012.png,train,3,lane_marking
train_lane_marking_013.png,train,3,lane_marking
val_clear_road_000.png,val,0,clear_road
val_clear_road_001.png,val,0,clear_road
val_clear_road_002.png,val,0,clear_road
val_clear_road_003.png,val,0,clear_road
val_clear_road_004.png,val,0,clear_road
val_clear_road_005.png,val,0,clear_road
val_clear_road_006.png,val,0,clear_road
val_clear_road_007.png,val,0,clear_road
val_clear_road_008.png,val,0,clear_road
val_clear_road_009.png,val,0,clear_road
val_lead_vehicle_000.png,val,1,lead_vehicle
val_lead_vehicle_001.png,val,1,lead_vehicle
val_lead_vehicle_002.png,val,1,lead_vehicle
val_lead_vehicle_003.png,val,1,lead_vehicle
val_pedestrian_000.png,val,2,pedestrian
val_pedestrian_001.png,val,2,pedestrian
val_pedestrian_002.png,val,2,pedestrian
val_lane_marking_000.png,val,3,lane_marking
val_lane_marking_001.png,val,3,lane_marking
val_lane_marking_002.png,val,3,lane_marking
val_lane_marking_003.png,val,3,lane_marking
